Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Market,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
ORD-001801,2018-03-22,2018-03-29,Same Day,CUST-0144,Customer_CUST-0144,Corporate,United States,Philadelphia,Illinois,North America,USCA,PROD-0302,Office Supplies,Art,870.74,5,0.0,50.82,6.58,Low
ORD-001802,2017-01-03,2017-01-06,Second Class,CUST-0056,Customer_CUST-0056,Home Office,Nigeria,Abuja,Abuja,Africa,Africa,PROD-0203,Furniture,Bookcases,9660.39,8,0.1,3247.47,23.44,Low
ORD-001803,2015-07-25,2015-08-01,First Class,CUST-1577,Customer_CUST-1577,Corporate,Italy,Naples,Naples,Europe,Europe,PROD-0443,Office Supplies,Storage,836.03,13,0.3,342.04,71.71,Low
ORD-001804,2016-03-30,2016-04-04,Standard,CUST-1101,Customer_CUST-1101,Consumer,Japan,Tokyo,Tokyo,Asia,Asia Pacific,PROD-0167,Office Supplies,Art,609.31,7,0.1,220.83,65.65,Medium
ORD-001805,2018-07-20,2018-07-24,Same Day,CUST-0520,Customer_CUST-0520,Corporate,Mexico,Monterrey,Monterrey,South America,Latin America,PROD-0334,Office Supplies,Paper,220.5,2,0.2,19.8,30.65,Low
ORD-001806,2018-06-13,2018-06-17,First Class,CUST-1334,Customer_CUST-1334,Corporate,Japan,Nagoya,Nagoya,Asia,Asia Pacific,PROD-0368,Office Supplies,Labels,67.12,1,0.4,23.01,18.96,Medium
ORD-001807,2016-06-04,2016-06-06,Standard,CUST-0090,Customer_CUST-0090,Home Office,South Africa,Durban,Durban,Africa,Africa,PROD-0254,Furniture,Furnishings,689.61,1,0.0,103.76,40.03,High
ORD-001808,2017-10-13,2017-10-19,First Class,CUST-0376,Customer_CUST-0376,Corporate,Italy,Milan,Milan,Europe,Europe,PROD-0342,Technology,Accessories,3877.1,7,0.0,1473.04,57.65,Medium
ORD-001809,2017-08-13,2017-08-20,Standard,CUST-1925,Customer_CUST-1925,Corporate,Canada,Calgary,Ontario,North America,USCA,PROD-0237,Furniture,Chairs,14294.59,14,0.4,2938.47,24.77,Low
ORD-001810,2016-12-26,2016-12-27,Standard,CUST-0777,Customer_CUST-0777,Corporate,India,Bangalore,Bangalore,Asia,Asia Pacific,PROD-0422,Technology,Copiers,4657.23,13,0.0,992.1,15.88,Critical
ORD-001811,2017-10-10,2017-10-12,Standard,CUST-0998,Customer_CUST-0998,Consumer,Japan,Tokyo,Tokyo,Asia,Asia Pacific,PROD-0183,Office Supplies,Binders,47.83,1,0.0,3.48,70.43,Medium
ORD-001812,2016-05-15,2016-05-17,Same Day,CUST-1218,Customer_CUST-1218,Corporate,Argentina,Buenos Aires,Buenos Aires,South America,Latin America,PROD-0335,Furniture,Furnishings,5930.84,6,0.0,1675.41,77.46,Medium
ORD-001813,2015-04-27,2015-05-04,Same Day,CUST-1607,Customer_CUST-1607,Corporate,France,Paris,Paris,Europe,Europe,PROD-0261,Furniture,Tables,15029.63,12,0.0,6693.45,60.65,High
ORD-001814,2016-01-21,2016-01-28,Standard,CUST-1822,Customer_CUST-1822,Consumer,Saudi Arabia,Riyadh,Riyadh,Middle East,Middle East,PROD-0113,Office Supplies,Paper,54.57,3,0.3,8.89,70.18,Critical
ORD-001815,2018-09-29,2018-10-01,Second Class,CUST-0337,Customer_CUST-0337,Corporate,United States,Phoenix,Illinois,North America,USCA,PROD-0389,Office Supplies,Labels,78.79,3,0.2,5.45,52.52,Low
ORD-001816,2016-08-06,2016-08-08,Second Class,CUST-0506,Customer_CUST-0506,Consumer,South Africa,Durban,Durban,Africa,Africa,PROD-0377,Office Supplies,Art,33.54,1,0.0,12.75,27.53,Critical
ORD-001817,2016-01-30,2016-02-03,First Class,CUST-0108,Customer_CUST-0108,Home Office,Qatar,Doha,Doha,Middle East,Middle East,PROD-0178,Technology,Phones,2730.41,3,0.2,754.07,55.19,Critical
ORD-001818,2017-12-23,2017-12-24,Standard,CUST-0607,Customer_CUST-0607,Home Office,France,Lyon,Lyon,Europe,Europe,PROD-0298,Technology,Copiers,3327.02,11,0.0,443.12,76.91,Medium
ORD-001819,2016-12-21,2016-12-23,Second Class,CUST-0511,Customer_CUST-0511,Corporate,Mexico,Guadalajara,Guadalajara,South America,Latin America,PROD-0403,Technology,Machines,12824.34,11,0.0,3144.61,73.74,High
ORD-001820,2015-03-13,2015-03-17,Second Class,CUST-0321,Customer_CUST-0321,Corporate,Singapore,Singapore,Singapore,Asia,Asia Pacific,PROD-0162,Office Supplies,Paper,1015.35,7,0.2,183.35,34.18,Medium
ORD-001821,2015-10-01,2015-10-03,Standard,CUST-1500,Customer_CUST-1500,Home Office,Canada,Montreal,Quebec,North America,USCA,PROD-0309,Furniture,Storage,2276.31,3,0.2,397.53,31.54,High
ORD-001822,2018-09-05,2018-09-08,Standard,CUST-0286,Customer_CUST-0286,Consumer,Argentina,Buenos Aires,Buenos Aires,South America,Latin America,PROD-0464,Technology,Accessories,7669.92,8,0.0,3397.95,68.03,High
ORD-001823,2015-12-04,2015-12-06,Second Class,CUST-0815,Customer_CUST-0815,Consumer,Germany,Berlin,Berlin,Europe,Europe,PROD-0021,Office Supplies,Envelopes,223.82,2,0.3,41.93,64.21,Medium
ORD-001824,2018-10-21,2018-10-28,Standard,CUST-1375,Customer_CUST-1375,Consumer,Singapore,Singapore,Singapore,Asia,Asia Pacific,PROD-0301,Technology,Phones,5392.2,6,0.3,1186.38,6.01,Low
ORD-001825,2016-08-29,2016-09-04,Same Day,CUST-0856,Customer_CUST-0856,Consumer,United States,Chicago,Florida,North America,USCA,PROD-0480,Furniture,Bookcases,317.06,13,0.4,89.15,54.48,Medium
ORD-001826,2015-06-15,2015-06-21,Standard,CUST-1951,Customer_CUST-1951,Home Office,Egypt,Alexandria,Alexandria,Africa,Africa,PROD-0060,Office Supplies,Binders,535.77,6,0.2,60.47,69.08,Medium
ORD-001827,2015-01-11,2015-01-13,Same Day,CUST-1980,Customer_CUST-1980,Consumer,Turkey,Istanbul,Istanbul,Middle East,Middle East,PROD-0437,Furniture,Storage,10645.75,8,0.0,2471.8,43.0,Medium
ORD-001828,2018-08-17,2018-08-22,Standard,CUST-1269,Customer_CUST-1269,Corporate,Colombia,Medellin,Medellin,South America,Latin America,PROD-0019,Office Supplies,Binders,283.19,3,0.3,122.15,10.33,High
ORD-001829,2016-12-29,2017-01-01,Standard,CUST-0587,Customer_CUST-0587,Consumer,India,Hyderabad,Hyderabad,Asia,Asia Pacific,PROD-0472,Furniture,Chairs,1922.71,6,0.0,520.71,23.96,Low
ORD-001830,2017-03-11,2017-03-12,Standard,CUST-0362,Customer_CUST-0362,Consumer,Nigeria,Lagos,Lagos,Africa,Africa,PROD-0291,Technology,Machines,6463.36,8,0.0,1863.89,37.35,Low
ORD-001831,2015-04-12,2015-04-14,First Class,CUST-1360,Customer_CUST-1360,Consumer,Morocco,Casablanca,Casablanca,Africa,Africa,PROD-0338,Technology,Phones,2735.32,8,0.3,424.35,12.13,Medium
ORD-001832,2018-12-19,2018-12-20,First Class,CUST-1673,Customer_CUST-1673,Consumer,France,Marseille,Marseille,Europe,Europe,PROD-0249,Furniture,Furnishings,142.41,7,0.4,52.87,45.34,Low
ORD-001833,2018-11-16,2018-11-19,Standard,CUST-0222,Customer_CUST-0222,Consumer,South Korea,Busan,Busan,Asia,Asia Pacific,PROD-0014,Office Supplies,Paper,1046.37,13,0.0,105.51,19.62,Medium
ORD-001834,2017-02-17,2017-02-19,Standard,CUST-0716,Customer_CUST-0716,Home Office,South Africa,Johannesburg,Johannesburg,Africa,Africa,PROD-0086,Office Supplies,Art,485.38,10,0.0,172.65,28.38,High
ORD-001835,2015-08-02,2015-08-07,Second Class,CUST-0438,Customer_CUST-0438,Consumer,Kenya,Nairobi,Nairobi,Africa,Africa,PROD-0103,Office Supplies,Storage,376.34,4,0.2,134.65,41.0,Medium
ORD-001836,2018-01-16,2018-01-20,Standard,CUST-1007,Customer_CUST-1007,Consumer,Singapore,Singapore,Singapore,Asia,Asia Pacific,PROD-0222,Furniture,Tables,10668.75,13,0.4,2614.51,36.67,Critical
ORD-001837,2016-02-05,2016-02-10,First Class,CUST-0573,Customer_CUST-0573,Corporate,Qatar,Doha,Doha,Middle East,Middle East,PROD-0268,Furniture,Furnishings,18351.93,13,0.2,6104.08,49.95,High
ORD-001838,2016-08-10,2016-08-17,Standard,CUST-0448,Customer_CUST-0448,Consumer,Canada,Montreal,Alberta,North America,USCA,PROD-0177,Furniture,Bookcases,2165.32,7,0.3,334.2,71.57,Medium
ORD-001839,2017-06-07,2017-06-12,Second Class,CUST-1889,Customer_CUST-1889,Home Office,Qatar,Doha,Doha,Middle East,Middle East,PROD-0204,Furniture,Tables,7535.52,7,0.4,3251.37,10.58,Low
ORD-001840,2017-12-05,2017-12-09,Second Class,CUST-1286,Customer_CUST-1286,Home Office,Sweden,Stockholm,Stockholm,Europe,Europe,PROD-0478,Technology,Accessories,6228.46,10,0.1,624.8,52.64,Medium
ORD-001841,2016-08-14,2016-08-21,Same Day,CUST-0301,Customer_CUST-0301,Home Office,Canada,Montreal,Alberta,North America,USCA,PROD-0003,Technology,Phones,1326.81,4,0.3,390.46,73.17,Medium
ORD-001842,2018-08-26,2018-08-30,Second Class,CUST-1601,Customer_CUST-1601,Corporate,Japan,Nagoya,Nagoya,Asia,Asia Pacific,PROD-0119,Furniture,Bookcases,5166.68,4,0.2,1618.95,20.76,Critical
ORD-001843,2018-01-14,2018-01-20,Standard,CUST-0973,Customer_CUST-0973,Consumer,Kenya,Nairobi,Nairobi,Africa,Africa,PROD-0104,Technology,Accessories,1174.44,2,0.2,442.44,46.77,Medium
ORD-001844,2015-04-02,2015-04-06,Standard,CUST-0549,Customer_CUST-0549,Corporate,Netherlands,Rotterdam,Rotterdam,Europe,Europe,PROD-0352,Office Supplies,Binders,1203.7,10,0.1,507.02,76.52,Low
ORD-001845,2016-11-03,2016-11-05,Second Class,CUST-0995,Customer_CUST-0995,Corporate,Mexico,Mexico City,Mexico City,South America,Latin America,PROD-0155,Office Supplies,Envelopes,662.52,6,0.2,190.74,22.45,Low
ORD-001846,2016-12-14,2016-12-15,Second Class,CUST-1004,Customer_CUST-1004,Corporate,Singapore,Singapore,Singapore,Asia,Asia Pacific,PROD-0220,Furniture,Chairs,13504.32,12,0.2,1812.4,34.65,Low
ORD-001847,2017-07-24,2017-07-30,First Class,CUST-1882,Customer_CUST-1882,Consumer,Mexico,Mexico City,Mexico City,South America,Latin America,PROD-0466,Technology,Machines,1925.48,3,0.2,463.49,69.34,Critical
ORD-001848,2015-08-30,2015-09-05,Second Class,CUST-1258,Customer_CUST-1258,Consumer,Sweden,Stockholm,Stockholm,Europe,Europe,PROD-0373,Furniture,Storage,16197.29,12,0.1,5581.19,37.81,Low
ORD-001849,2015-01-02,2015-01-03,Second Class,CUST-1225,Customer_CUST-1225,Corporate,Thailand,Bangkok,Bangkok,Asia,Asia Pacific,PROD-0153,Furniture,Furnishings,13438.69,7,0.0,4704.7,56.5,Low
ORD-001850,2015-08-13,2015-08-19,Standard,CUST-1425,Customer_CUST-1425,Consumer,Singapore,Singapore,Singapore,Asia,Asia Pacific,PROD-0399,Furniture,Chairs,4799.19,4,0.2,1104.71,63.48,Critical
ORD-001851,2017-03-11,2017-03-15,Standard,CUST-0614,Customer_CUST-0614,Consumer,South Korea,Busan,Busan,Asia,Asia Pacific,PROD-0371,Office Supplies,Labels,595.72,14,0.1,137.54,61.26,Critical
ORD-001852,2016-08-11,2016-08-16,Standard,CUST-1134,Customer_CUST-1134,Consumer,Mexico,Mexico City,Mexico City,South America,Latin America,PROD-0493,Office Supplies,Paper,1607.74,11,0.0,471.6,68.43,Critical
ORD-001853,2015-04-26,2015-04-29,Standard,CUST-1945,Customer_CUST-1945,Corporate,Sweden,Stockholm,Stockholm,Europe,Europe,PROD-0240,Office Supplies,Binders,348.33,14,0.4,139.54,79.71,Low
ORD-001854,2017-07-06,2017-07-10,Second Class,CUST-0562,Customer_CUST-0562,Home Office,Japan,Osaka,Osaka,Asia,Asia Pacific,PROD-0027,Furniture,Storage,2579.54,2,0.0,482.86,38.36,Medium
ORD-001855,2018-01-31,2018-02-07,Standard,CUST-0508,Customer_CUST-0508,Corporate,Thailand,Bangkok,Bangkok,Asia,Asia Pacific,PROD-0271,Technology,Accessories,3732.23,3,0.1,607.25,35.99,Low
ORD-001856,2015-07-13,2015-07-20,Standard,CUST-0891,Customer_CUST-0891,Home Office,United States,Phoenix,Pennsylvania,North America,USCA,PROD-0158,Furniture,Bookcases,1151.33,2,0.2,97.82,0.68,High
ORD-001857,2018-04-04,2018-04-09,Standard,CUST-0839,Customer_CUST-0839,Consumer,China,Shanghai,Shanghai,Asia,Asia Pacific,PROD-0203,Office Supplies,Binders,586.54,8,0.2,59.52,22.21,Medium
ORD-001858,2017-05-20,2017-05-25,Standard,CUST-1903,Customer_CUST-1903,Consumer,Italy,Rome,Rome,Europe,Europe,PROD-0187,Office Supplies,Binders,1426.64,10,0.0,81.21,45.8,High
ORD-001859,2015-03-31,2015-04-06,Standard,CUST-0799,Customer_CUST-0799,Consumer,Canada,Montreal,Quebec,North America,USCA,PROD-0429,Technology,Copiers,2046.15,2,0.0,877.3,66.59,Critical
ORD-001860,2015-05-02,2015-05-04,Second Class,CUST-1696,Customer_CUST-1696,Corporate,Canada,Calgary,Ontario,North America,USCA,PROD-0181,Office Supplies,Envelopes,222.86,3,0.0,70.14,52.39,Medium
ORD-001861,2015-05-23,2015-05-25,Standard,CUST-0883,Customer_CUST-0883,Home Office,Canada,Toronto,Ontario,North America,USCA,PROD-0078,Technology,Phones,16774.52,13,0.0,4744.3,40.31,Low
ORD-001862,2017-09-20,2017-09-26,Second Class,CUST-0816,Customer_CUST-0816,Consumer,Sweden,Stockholm,Stockholm,Europe,Europe,PROD-0301,Furniture,Chairs,3870.73,5,0.0,1235.16,39.31,Medium
ORD-001863,2015-04-16,2015-04-22,Second Class,CUST-1235,Customer_CUST-1235,Corporate,Japan,Nagoya,Nagoya,Asia,Asia Pacific,PROD-0348,Office Supplies,Paper,331.2,12,0.1,51.34,1.16,High
ORD-001864,2017-06-05,2017-06-06,Same Day,CUST-0499,Customer_CUST-0499,Corporate,Argentina,Buenos Aires,Buenos Aires,South America,Latin America,PROD-0200,Furniture,Chairs,6372.72,6,0.0,448.56,79.62,Medium
ORD-001865,2016-03-03,2016-03-04,Standard,CUST-1681,Customer_CUST-1681,Corporate,South Africa,Durban,Durban,Africa,Africa,PROD-0445,Furniture,Chairs,2999.4,3,0.5,891.07,77.5,Low
ORD-001866,2018-08-21,2018-08-24,Standard,CUST-1213,Customer_CUST-1213,Consumer,Canada,Vancouver,Quebec,North America,USCA,PROD-0267,Technology,Phones,2376.83,4,0.2,424.2,27.24,Critical
ORD-001867,2015-11-13,2015-11-16,Standard,CUST-1209,Customer_CUST-1209,Consumer,Spain,Madrid,Madrid,Europe,Europe,PROD-0078,Technology,Copiers,12728.32,13,0.2,943.19,18.24,High
ORD-001868,2016-09-26,2016-09-29,Standard,CUST-1337,Customer_CUST-1337,Consumer,United States,Houston,California,North America,USCA,PROD-0179,Office Supplies,Paper,1277.67,8,0.2,347.48,69.75,Medium
ORD-001869,2015-01-09,2015-01-12,Same Day,CUST-0454,Customer_CUST-0454,Consumer,Morocco,Casablanca,Casablanca,Africa,Africa,PROD-0111,Office Supplies,Binders,58.47,8,0.1,18.84,18.11,Low
ORD-001870,2017-02-12,2017-02-17,Second Class,CUST-0985,Customer_CUST-0985,Corporate,United States,Phoenix,Illinois,North America,USCA,PROD-0214,Office Supplies,Paper,1841.38,13,0.1,765.1,14.49,High
ORD-001871,2018-01-01,2018-01-06,Second Class,CUST-0249,Customer_CUST-0249,Consumer,Kenya,Nairobi,Nairobi,Africa,Africa,PROD-0473,Technology,Storage,448.04,2,0.4,154.16,49.14,Medium
ORD-001872,2018-10-14,2018-10-15,Standard,CUST-1697,Customer_CUST-1697,Corporate,Sweden,Stockholm,Stockholm,Europe,Europe,PROD-0202,Office Supplies,Binders,815.37,8,0.2,339.02,70.94,Medium
ORD-001873,2015-08-11,2015-08-13,Second Class,CUST-0659,Customer_CUST-0659,Consumer,Chile,Santiago,Santiago,South America,Latin America,PROD-0228,Technology,Phones,12542.32,11,0.2,4649.84,4.29,Low
ORD-001874,2018-12-10,2018-12-16,Standard,CUST-0783,Customer_CUST-0783,Consumer,United States,New York,Pennsylvania,North America,USCA,PROD-0423,Technology,Machines,1904.89,9,0.5,637.72,30.59,Medium
ORD-001875,2016-07-06,2016-07-13,Second Class,CUST-0675,Customer_CUST-0675,Corporate,United States,Chicago,Pennsylvania,North America,USCA,PROD-0024,Furniture,Tables,8033.1,7,0.2,2969.89,57.53,Medium
ORD-001876,2018-10-25,2018-10-27,Second Class,CUST-0689,Customer_CUST-0689,Corporate,Canada,Toronto,Ontario,North America,USCA,PROD-0134,Furniture,Furnishings,6153.31,6,0.1,2579.87,61.83,Critical
ORD-001877,2016-12-16,2016-12-20,Standard,CUST-0230,Customer_CUST-0230,Consumer,Canada,Montreal,Alberta,North America,USCA,PROD-0033,Technology,Accessories,12015.54,12,0.0,5070.58,14.17,Low
ORD-001878,2018-07-11,2018-07-16,Standard,CUST-1700,Customer_CUST-1700,Home Office,Nigeria,Lagos,Lagos,Africa,Africa,PROD-0406,Technology,Accessories,1782.85,6,0.1,240.76,74.81,Medium
ORD-001879,2018-09-03,2018-09-06,First Class,CUST-0224,Customer_CUST-0224,Consumer,Kenya,Nairobi,Nairobi,Africa,Africa,PROD-0316,Furniture,Tables,5363.89,8,0.4,1468.25,38.9,Medium
ORD-001880,2018-01-12,2018-01-15,Standard,CUST-1760,Customer_CUST-1760,Corporate,Singapore,Singapore,Singapore,Asia,Asia Pacific,PROD-0404,Technology,Copiers,8198.57,10,0.0,2755.2,8.39,Medium
ORD-001881,2018-09-03,2018-09-07,Standard,CUST-1768,Customer_CUST-1768,Consumer,United States,Chicago,Texas,North America,USCA,PROD-0011,Technology,Accessories,1895.95,11,0.0,610.15,48.05,High
ORD-001882,2015-04-21,2015-04-23,Standard,CUST-0054,Customer_CUST-0054,Consumer,South Africa,Durban,Durban,Africa,Africa,PROD-0115,Furniture,Tables,7447.67,7,0.3,1296.24,75.46,Medium
ORD-001883,2015-09-08,2015-09-11,Standard,CUST-1060,Customer_CUST-1060,Home Office,Australia,Sydney,Sydney,Asia,Asia Pacific,PROD-0291,Technology,Copiers,13365.83,13,0.1,5613.14,58.1,Medium
ORD-001884,2016-01-18,2016-01-20,Second Class,CUST-1589,Customer_CUST-1589,Home Office,Netherlands,Amsterdam,Amsterdam,Europe,Europe,PROD-0419,Furniture,Tables,220.67,1,0.0,57.96,40.68,Medium
ORD-001885,2015-01-07,2015-01-13,Second Class,CUST-0700,Customer_CUST-0700,Consumer,Thailand,Bangkok,Bangkok,Asia,Asia Pacific,PROD-0065,Office Supplies,Storage,173.55,5,0.3,45.21,52.83,Critical
ORD-001886,2016-04-03,2016-04-07,First Class,CUST-0482,Customer_CUST-0482,Home Office,Thailand,Bangkok,Bangkok,Asia,Asia Pacific,PROD-0362,Technology,Machines,1305.61,14,0.2,490.76,40.86,Critical
ORD-001887,2018-01-12,2018-01-19,Standard,CUST-0586,Customer_CUST-0586,Consumer,South Africa,Cape Town,Cape Town,Africa,Africa,PROD-0346,Office Supplies,Storage,1565.45,10,0.1,226.47,64.92,High
ORD-001888,2015-07-27,2015-07-29,Second Class,CUST-1324,Customer_CUST-1324,Home Office,Germany,Munich,Munich,Europe,Europe,PROD-0206,Technology,Accessories,4185.89,4,0.0,1215.22,50.31,Low
ORD-001889,2017-06-18,2017-06-24,First Class,CUST-0289,Customer_CUST-0289,Corporate,United States,Philadelphia,Florida,North America,USCA,PROD-0433,Technology,Phones,1083.43,8,0.2,327.08,48.04,High
ORD-001890,2018-11-14,2018-11-16,Standard,CUST-1452,Customer_CUST-1452,Consumer,India,Bangalore,Bangalore,Asia,Asia Pacific,PROD-0066,Office Supplies,Storage,302.16,8,0.4,103.47,18.21,Low
ORD-001891,2018-08-30,2018-09-01,Standard,CUST-0311,Customer_CUST-0311,Home Office,China,Shanghai,Shanghai,Asia,Asia Pacific,PROD-0430,Office Supplies,Envelopes,49.32,1,0.3,9.14,41.04,High
ORD-001892,2015-01-22,2015-01-25,First Class,CUST-0458,Customer_CUST-0458,Consumer,Nigeria,Lagos,Lagos,Africa,Africa,PROD-0133,Furniture,Bookcases,1359.09,9,0.2,426.62,21.87,Critical
ORD-001893,2016-02-14,2016-02-15,Standard,CUST-1580,Customer_CUST-1580,Consumer,United States,Houston,Illinois,North America,USCA,PROD-0167,Technology,Accessories,6075.83,5,0.1,1298.22,30.21,Critical
ORD-001894,2017-06-13,2017-06-18,Standard,CUST-0051,Customer_CUST-0051,Consumer,Australia,Brisbane,Brisbane,Asia,Asia Pacific,PROD-0079,Office Supplies,Art,232.44,4,0.4,52.12,52.01,High
ORD-001895,2016-05-29,2016-05-31,Standard,CUST-1533,Customer_CUST-1533,Home Office,Israel,Tel Aviv,Tel Aviv,Middle East,Middle East,PROD-0469,Office Supplies,Art,154.92,1,0.2,66.16,25.02,Low
ORD-001896,2018-02-24,2018-02-26,Standard,CUST-1123,Customer_CUST-1123,Corporate,Italy,Milan,Milan,Europe,Europe,PROD-0221,Office Supplies,Fasteners,373.69,14,0.4,61.73,43.15,Low
ORD-001897,2017-03-19,2017-03-21,Standard,CUST-0342,Customer_CUST-0342,Consumer,United Kingdom,Birmingham,Birmingham,Europe,Europe,PROD-0435,Furniture,Chairs,2587.88,6,0.0,209.59,76.26,Medium
ORD-001898,2017-05-23,2017-05-24,Standard,CUST-0563,Customer_CUST-0563,Consumer,United States,Chicago,New York,North America,USCA,PROD-0405,Office Supplies,Paper,243.53,4,0.2,103.71,52.93,Low
ORD-001899,2015-01-14,2015-01-20,Second Class,CUST-0983,Customer_CUST-0983,Consumer,South Korea,Busan,Busan,Asia,Asia Pacific,PROD-0166,Office Supplies,Fasteners,226.77,5,0.4,82.51,30.83,Low
ORD-001900,2017-08-28,2017-09-04,Standard,CUST-1671,Customer_CUST-1671,Consumer,United States,Houston,New York,North America,USCA,PROD-0420,Office Supplies,Binders,910.78,8,0.1,386.88,47.13,Critical
ORD-001901,2017-09-04,2017-09-11,First Class,CUST-1749,Customer_CUST-1749,Consumer,United States,Houston,Florida,North America,USCA,PROD-0270,Office Supplies,Art,704.64,8,0.5,156.07,5.86,Low
ORD-001902,2017-10-10,2017-10-14,Standard,CUST-1409,Customer_CUST-1409,Consumer,Spain,Barcelona,Barcelona,Europe,Europe,PROD-0417,Office Supplies,Storage,332.45,2,0.1,121.21,57.4,Medium
ORD-001903,2017-11-01,2017-11-04,Same Day,CUST-1677,Customer_CUST-1677,Consumer,Chile,Santiago,Santiago,South America,Latin America,PROD-0023,Office Supplies,Storage,117.92,12,0.1,11.21,27.99,Low
ORD-001904,2015-03-28,2015-03-29,Same Day,CUST-0457,Customer_CUST-0457,Consumer,Sweden,Stockholm,Stockholm,Europe,Europe,PROD-0072,Furniture,Bookcases,16333.43,13,0.3,4377.18,10.12,Critical
ORD-001905,2017-06-27,2017-07-03,First Class,CUST-1328,Customer_CUST-1328,Corporate,Chile,Santiago,Santiago,South America,Latin America,PROD-0212,Furniture,Tables,11479.47,6,0.0,636.09,21.75,Medium
ORD-001906,2018-08-17,2018-08-19,Same Day,CUST-1919,Customer_CUST-1919,Consumer,Singapore,Singapore,Singapore,Asia,Asia Pacific,PROD-0166,Office Supplies,Art,745.19,6,0.2,47.5,45.21,High
ORD-001907,2018-06-20,2018-06-26,Second Class,CUST-1650,Customer_CUST-1650,Home Office,Egypt,Cairo,Cairo,Africa,Africa,PROD-0303,Technology,Machines,3891.85,5,0.0,540.13,16.63,Low
ORD-001908,2015-05-02,2015-05-03,First Class,CUST-0751,Customer_CUST-0751,Consumer,Nigeria,Abuja,Abuja,Africa,Africa,PROD-0064,Technology,Machines,1758.06,11,0.2,706.25,68.86,Critical
ORD-001909,2018-03-16,2018-03-17,Standard,CUST-0852,Customer_CUST-0852,Corporate,China,Guangzhou,Guangzhou,Asia,Asia Pacific,PROD-0230,Technology,Phones,9889.92,10,0.3,1634.16,65.22,High
ORD-001910,2017-01-19,2017-01-20,Standard,CUST-1711,Customer_CUST-1711,Corporate,Qatar,Doha,Doha,Middle East,Middle East,PROD-0431,Office Supplies,Paper,2554.0,14,0.0,404.53,40.4,Medium
ORD-001911,2018-10-11,2018-10-15,First Class,CUST-1583,Customer_CUST-1583,Consumer,Canada,Toronto,Ontario,North America,USCA,PROD-0257,Office Supplies,Binders,41.99,2,0.0,15.3,19.91,High
ORD-001912,2016-11-15,2016-11-20,Standard,CUST-0266,Customer_CUST-0266,Home Office,Colombia,Medellin,Medellin,South America,Latin America,PROD-0298,Technology,Copiers,3939.85,10,0.4,223.07,77.72,Low
ORD-001913,2015-11-05,2015-11-08,First Class,CUST-0026,Customer_CUST-0026,Consumer,Morocco,Casablanca,Casablanca,Africa,Africa,PROD-0324,Technology,Accessories,5124.9,13,0.3,1758.58,5.11,Critical
ORD-001914,2016-11-25,2016-11-29,First Class,CUST-1074,Customer_CUST-1074,Consumer,India,Delhi,Delhi,Asia,Asia Pacific,PROD-0462,Office Supplies,Paper,26.79,2,0.4,2.25,68.2,Medium
ORD-001915,2015-10-15,2015-10-19,Standard,CUST-0943,Customer_CUST-0943,Home Office,Singapore,Singapore,Singapore,Asia,Asia Pacific,PROD-0214,Furniture,Chairs,7109.31,8,0.1,1066.65,69.79,Medium
ORD-001916,2015-11-03,2015-11-08,First Class,CUST-1964,Customer_CUST-1964,Home Office,United Kingdom,Manchester,Manchester,Europe,Europe,PROD-0204,Technology,Machines,4306.91,5,0.2,301.7,54.45,Critical
ORD-001917,2017-07-02,2017-07-06,Standard,CUST-0641,Customer_CUST-0641,Corporate,Netherlands,Rotterdam,Rotterdam,Europe,Europe,PROD-0025,Office Supplies,Binders,394.22,8,0.5,167.51,9.49,High
ORD-001918,2016-10-23,2016-10-24,Standard,CUST-0365,Customer_CUST-0365,Consumer,United Kingdom,Birmingham,Birmingham,Europe,Europe,PROD-0116,Furniture,Tables,2210.96,6,0.1,667.73,22.36,Critical
ORD-001919,2016-07-02,2016-07-03,Second Class,CUST-1855,Customer_CUST-1855,Consumer,Canada,Montreal,Alberta,North America,USCA,PROD-0368,Office Supplies,Art,275.88,8,0.3,89.71,33.99,Medium
ORD-001920,2018-10-07,2018-10-13,Standard,CUST-1169,Customer_CUST-1169,Corporate,South Korea,Busan,Busan,Asia,Asia Pacific,PROD-0185,Office Supplies,Paper,290.91,6,0.0,111.11,55.75,Medium
ORD-001921,2015-11-08,2015-11-10,Second Class,CUST-0145,Customer_CUST-0145,Consumer,Canada,Calgary,Quebec,North America,USCA,PROD-0180,Technology,Accessories,379.96,1,0.1,69.67,64.38,Medium
ORD-001922,2017-05-22,2017-05-26,Second Class,CUST-0167,Customer_CUST-0167,Consumer,China,Beijing,Beijing,Asia,Asia Pacific,PROD-0391,Furniture,Furnishings,539.88,6,0.0,46.8,76.28,Low
ORD-001923,2017-12-18,2017-12-20,Standard,CUST-1067,Customer_CUST-1067,Corporate,Netherlands,Rotterdam,Rotterdam,Europe,Europe,PROD-0391,Furniture,Furnishings,169.78,3,0.1,72.96,5.76,Critical
ORD-001924,2017-07-12,2017-07-15,First Class,CUST-0972,Customer_CUST-0972,Corporate,South Korea,Seoul,Seoul,Asia,Asia Pacific,PROD-0440,Office Supplies,Storage,1884.46,13,0.0,774.56,39.59,Critical
